permit_number,facility,address,city,state,zipcode,latitude,longitude
FSP-060-003031,Superica Bar,99 Krog ST STE C,Atlanta,GA,30307,33.7571089,-84.3638400
FSP-060-003032,Chattahoochee Coffee Company,790 Huff RD NW STE 2032,Atlanta,GA,30318,33.7862875,-84.4141479
FSP-060-003037,China Express Cascade Inc.,1075 Fairburn RD STE 105,Atlanta,GA,30331,33.7254581,-84.5116667
FSP-060-003037,China Express Cascade Inc.,1075 Fair Burn RD STE 105,Atlanta,GA,30331,33.7254581,-84.5116667
FSP-060-003039,Taqueria Tsunami,1570 Holcomb Bridge RD STE 855,Roswell,GA,30075,34.0187134,-84.3134453
FSP-060-003040,Veda Juice Bar,365 Peachtree Hills AVE STE 105,Atlanta,GA,30305,33.8203357,-84.3730147
FSP-060-003041,Riverside Pizza INC,11877 Douglas RD STE 110,Alpharetta,GA,30005,34.0709370,-84.2053502
FSP-060-003042,Waffle House,2025 Bolton RD,Atlanta,GA,30318,33.8107363,-84.4754543
FSP-060-003043,BOCADO BURGER,2820 Old Milton PKWY,Alpharetta,GA,30009,34.0691346,-84.2761136
FSP-060-003048,Hollander Senior Living & Memory Care - Kitchenette,5399 Northland DR,Atlanta,GA,30342,33.9022353,-84.3685393
FSP-060-003049,Huddle House,7860 B Senoia RD,Fairburn,GA,30213,33.5415318,-84.5757702
FSP-060-003051,Extreme Teriyaki Grill Express,3695 Cascade RD STE 340,Atlanta,GA,30331,33.7251669,-84.5095334
FSP-060-003053,Fried Rice King,7490 Old National HWY STE 900,Riverdale,GA,30296,33.5530075,-84.4643544
FSP-060-003057,Carolyn's Gourmet Cafe,1201 W. Peachtree ST,Atlanta,GA,30309,33.7871136,-84.3872632
FSP-060-003058,Rays New York Pizza At Georgia Tech,350 Ferst DR,Atlanta,GA,30332,33.7737600,-84.3985450
FSP-060-003060,China Garden,4720 Jonesboro RD STE 17,Union City,GA,30291,33.5686872,-84.5442752
FSP-060-003061,Twisted Taco At Georgia Tech Student Center,350 Ferst ST,Atlanta,GA,30332,33.7742484,-84.3988420
FSP-060-003062,Fado Irish Pub,933 Peachtree ST STE 919,Atlanta,GA,30309,33.7795904,-84.3837317
FSP-060-003064,China Queen,500 Ballard PL STE B,Palmetto,GA,30268,33.5292803,-84.6616836
FSP-060-003067,Rock's Chicken & Fries,3500 Peachtree RD NE STE J-3A,Atlanta,GA,30326,33.8528035,-84.3622556
FSP-060-003069,Blue Eyed Daisy,9055 Selborne LN,Palmetto,GA,30268,33.5249256,-84.7376981
FSP-060-003071,Georgetown Cupcakes,267 East Paces Ferry RD NE,Atlanta,GA,30305,33.8390265,-84.3786217
FSP-060-003072,Chama Gaucha Brasilian Steakhouse,3365 Piedmont RD NE STE 1350,Atlanta,GA,30305,33.8480075,-84.3714551
FSP-060-003073,Bartaco,3802 Roswell RD STE E,Atlanta,GA,30342,33.8583927,-84.3814126
FSP-060-003075,Laurent's Catering Inc. (Commissary),1239 Willingham DR,Atlanta,GA,30344,33.6662910,-84.4296985
FSP-060-003076,Laurent's Catering Inc. (Mobile #1),1239 Willingham DR,Atlanta,GA,30344,33.6662910,-84.4296985
FSP-060-003078,Le Fat,935 Marietta ST STE A,Atlanta,GA,30318,33.7776009,-84.4079100
FSP-060-003081,Three Dollar Cafe,1000 Northside DR STE 1500,Atlanta,GA,30318,33.7822608,-84.4078280
FSP-060-003085,Cousins Maine Lobster,8610 Roswell RD STE 470,Atlanta,GA,30350,33.9909398,-84.3533012
FSP-060-003086,Big Mama's Kitchen & Sweet Cakes,8420 Senoia RD STE 206,Fairburn,GA,30213,33.5272859,-84.5751972
FSP-060-003088,Krishna Management LLC dba Jimmy Johns,1425 Market BLVD STE 1310,Roswell,GA,30076,34.0183965,-84.3204092
FSP-060-003089,MAVERICKS CANTINA,11030 Medlock Bridge RD STE 160,Duluth,GA,30097,34.0508033,-84.1763184
FSP-060-003091,Which Wich ?,830 Westview DR,Atlanta,GA,30314,33.7459405,-84.4138320
FSP-060-003092,Condesa Coffee,145 Auburn AVE NE STE A,Atlanta,GA,30303,33.7554158,-84.3828292
FSP-060-003097,Charleys Philly Steaks,3393 Peachtree RD STE 1019,Atlanta,GA,30326,33.8465156,-84.3626785
FSP-060-003101,The Hideway,1544 Piedmont AVE STE 124,Atlanta,GA,30324,33.7984196,-84.3709623
FSP-060-003102,Little 5 Corner Tavern,1174 Euclid AVE,Atlanta,GA,30307,33.7655484,-84.3493165
FSP-060-003104,Justice Center Tower Cafe,185 Central Ave,Atlanta,GA,30303,33.7504957,-84.3904244
FSP-060-003105,Gu's Dumplings,99 Krog ST STE M,Atlanta,GA,30307,33.7571089,-84.3638400
FSP-060-003109,Thyme Cafe,1145 Sanctuary Park STE 120,Alpharetta,GA,30009,34.0466263,-84.3151682
FSP-060-003111,Atlanta Braves All Star Grill,200 Peachtree ST STE L02,Atlanta,GA,30303,33.7489504,-84.3943303
FSP-060-003112,Juice Baby Atlanta,500 Bishop ST STE A1,Atlanta,GA,30318,33.7914250,-84.4036828
FSP-060-003113,Mama Mia's,78 Broad ST NW,Atlanta,GA,30303,33.7563245,-84.3889085
FSP-060-003115,Amelie's Annex,842 Marietta ST NW,Atlanta,GA,30318,33.7753162,-84.4070279
FSP-060-003116,Hampton Inn Atlanta Perimeter Center,769 Hammond DR,Atlanta,GA,30328,33.9184307,-84.3588876
FSP-060-003117,Jimmy Johns,1605 Howell Mill RD,Atlanta,GA,30318,33.7990395,-84.4157688
FSP-060-003118,Princi Italia Atlanta,77 12th ST NE STE 6A,Atlanta,GA,30309,33.7843423,-84.3849621
FSP-060-003119,Brusters Ice Cream,931 Monroe DR,Atlanta,GA,30318,33.7787545,-84.3670198
FSP-060-003120,Bhojanic Food Truck,"55 Ivan Allen Jr., BLVD",Atlanta,GA,30308,33.7651895,-84.3899484
FSP-060-003121,HP Wings And Things,2549 Roosevelt HWY STE B,Atlanta,GA,30349,33.6283341,-84.4731689
FSP-060-003123,Bonefish Grill,11705 Jones Bridge RD,Alpharetta,GA,30005,34.0654200,-84.2104230
FSP-060-003126,Flik International Main Kitchen,1 Coca Cola PLZ NW,Atlanta,GA,30313,33.7539533,-84.3813995
FSP-060-003128,R Rice,1140 Hammond DR,Atlanta,GA,30328,33.9193916,-84.3775530
FSP-060-003130,Mama's Kitchen,10820 Abbotts Bridge RD,Duluth,GA,30097,34.0451341,-84.1774720
FSP-060-003131,Brookdale Roswell,1000 Applewood DR,Roswell,GA,30076,34.0448187,-84.3457468
FSP-060-003134,K & K Soulfood,881 Donald Lee Hollowell PKWY,Atlanta,GA,30318,33.7734586,-84.4161586
FSP-060-003135,The Pearl Chinese and Thai,3000 Old Alabama RD STE 123,Alpharetta,GA,30022,34.0227538,-84.2712929
FSP-060-003136,Arby's Restaurant Group,1751 Howell Mill AVE,Atlanta,GA,30318,33.8016988,-84.4149481
FSP-060-003138,JJ'S RIB SHACK,2969 Campbellton RD,Atlanta,GA,30311,33.6969906,-84.4855685
FSP-060-003139,Pizza Hut,4715 Jonesboro RD,Union City,GA,30291,33.5695910,-84.5408733
FSP-060-003140,Wagaya,339 14th ST NW,Atlanta,GA,30318,33.7863518,-84.3982653
FSP-060-003142,Angelfire 7 BBQ,1125 Peachtree ST,Atlanta,GA,30309,33.7850968,-84.3826033
FSP-060-003143,Victory Sandwich Bar,913 Bernina AVE,Atlanta,GA,30307,33.7639527,-84.3577170
FSP-060-003144,Ruchda Wings,6035 Bakers Ferry RD STE 240,Atlanta,GA,30336,33.7293150,-84.5731511
FSP-060-003145,Moe's Southwest Grill #104,3710 Old Milton PKWY,Alpharetta,GA,30005,34.0646240,-84.2517095
FSP-060-003146,Moe's Southwest Grill #103,3070 Windward PLZ STE B,Alpharetta,GA,30005,34.0933103,-84.2412232
FSP-060-003150,Pizza Crosta,5590 Prado PL STE A-140,Atlanta,GA,30342,33.9074267,-84.3799756
FSP-060-003151,Cox Enterprises( Catering Kitchen),6205 Peachtree Dunwoody RD,Atlanta,GA,30328,33.9245500,-84.3507369
FSP-060-003152,Cox Enterprises (Central Park Dining),6205 Peachtree Dunwoody RD,Atlanta,GA,30328,33.9245500,-84.3507369
FSP-060-003160,Aamar Indian Cuisine,100 Luckie ST NW,Atlanta,GA,30303,33.7573103,-84.3899148
FSP-060-003164,Reveille Cafe,9925 Haynes Bridge RD STE 640,Alpharetta,GA,30022,34.0231649,-84.2675497
FSP-060-003165,Le Bon Temps,2814 Camp Creek PKWY,College Park,GA,30337,33.6513372,-84.4809574
FSP-060-003169,Showcase Food Gallery,3183 Main ST,Eastpoint,GA,30344,33.6686170,-84.4446297
FSP-060-003175,JP Cafe,3500 Lenox RD NE STE 150,Atlanta,GA,30326,33.8520311,-84.3662805
FSP-060-003178,COOKOUT Restaurant Inc,11475 Haynes Bridge RD,Alpharetta,GA,30009,34.0616255,-84.2892871
FSP-060-003187,Cafe At Pharr,3050 A Windward Plaza,Alpharetta,GA,30005,34.0923352,-84.2416825
FSP-060-003189,Bawarchi Biryani Pointe Indian Cuisine,2500 North Point CT STE 2500,Alpharetta,GA,30022,34.0507179,-84.2883207
FSP-060-003191,Arby's,1 CNN Center STE 264,Atlanta,GA,30303,33.7577472,-84.3948694
FSP-060-003200,ARHCRWROSGA01TRC / Manor on theSquare,550 Barrington DR,Roswell,GA,30075,34.0137064,-84.3652949
FSP-060-003201,Mix,1 Coca Cola PLZ NW,Atlanta,GA,30313,33.7539533,-84.3813995
FSP-060-003202,Spice,1 Coca Cola PLZ NW,Atlanta,GA,30313,33.7539533,-84.3813995
FSP-060-003203,Bistro,1 Coca Cola PLZ NW,Atlanta,GA,30313,33.7539533,-84.3813995
FSP-060-003204,Grill,1 Coca Cola PLZ NW,Atlanta,GA,30313,33.7539533,-84.3813995
FSP-060-003209,M Bar,186 Auburn AVE STE B,Atlanta,GA,30303,33.7557949,-84.3815974
FSP-060-003214,Cousins Maine Lobster,8610 Roswell RD STE 470,Atlanta,GA,30350,33.9909398,-84.3533012
FSP-060-003215,Market,1 Coca Cola PLZ NW,Atlanta,GA,30313,33.7539533,-84.3813995
FSP-060-003216,Hawthorn Suites Atlanta Perimeter,6096 Barfield RD,Atlanta,GA,30328,33.9207727,-84.3601244
FSP-060-003226,Rising Roll,1180 West Peachtree ST STE 190,Atlanta,GA,30303,33.7870228,-84.3881651
FSP-060-003231,Chad Thai,13087 Hwy 9 North STE 910,Alpharetta,GA,30004,34.1025796,-84.2699056
FSP-060-003232,Opus Ethiopian Restaurant,258 Auburn AVE,Atlanta,GA,30303,33.7557300,-84.3791680
FSP-060-003233,Bojangles #1206,8550 Roswell RD,Atlanta,GA,30350,33.9873133,-84.3513500
FSP-060-003237,Urban Foodie Feed Store,3841 Main ST,College Park,GA,30337,33.6505380,-84.4499307
FSP-060-003243,Subway,1580 Holcomb Bridge RD,Roswell,GA,30076,34.0180111,-84.3098243
FSP-060-003244,Gyro Brothers,860 Peachtree ST STE A,Atlanta,GA,30308,33.7782051,-84.3845530
FSP-060-003248,BLISS BAR AND LOUNGE,10305 Medlock Bridge RD STE A-6,Duluth,GA,30097,34.0322259,-84.1851347
FSP-060-003249,MF Sushi Atlanta,299 North Highland AVE UNIT K,Atlanta,GA,30307,33.7626510,-84.3582715
FSP-060-003250,Pho King,2221 Peachtree RD STE E,Atlanta,GA,30309,33.8147290,-84.3910812
FSP-060-003251,Domino's Pizza,530 Joseph E. Lowery BLVD SW,Atlanta,GA,30310,33.7409361,-84.4172300
FSP-060-003252,McDonald's,7820 Senoia RD,Fairburn,GA,30213,33.5430118,-84.5761998
FSP-060-003258,Morehouse School Of Medicine/Cafe 720,720 Westview DR SW,Atlanta,GA,30310,33.7432583,-84.4120875
FSP-060-003259,Island Takeaway And Dining,5540 Old National HWY STE 2,Atlanta,GA,30349,33.6044318,-84.4712122
FSP-060-003261,Marcel Restaurant,1170 Howell Mill RD UNIT 108,Atlanta,GA,30318,33.7858340,-84.4121600
FSP-060-003262,Added Touch Catering,8601 Dunwoody Place STE 301,Atlanta,GA,30350,33.9895818,-84.3407299
FSP-060-003265,Healthcare Of College Park,1765 Temple AVE,Atlanta,GA,30337,33.6560922,-84.4470085
FSP-060-003267,Homewood Suites,915 Crestline PKWY,Atlanta,GA,30328,33.9283561,-84.3565463
FSP-060-003269,The French Truck,1797 Spring RD STE 4A,Smyrna,GA,30080,33.8838806,-84.5011827
FSP-060-003271,Rio's Italian Ice Commissary,1518 Jonesboro RD STE A2,Atlanta,GA,30315,33.7127960,-84.3822293
FSP-060-003280,PI & CHI Food INC DBA Joy Pizza N Joy Chicken,10820 Abbotts Bridge RD STE 350,Duluth,GA,30097,34.0451341,-84.1774720
FSP-060-003281,Bojangles,7900 Senoia RD,Fairburn,GA,30213,33.5402620,-84.5761589
FSP-060-003282,Kafenio All Day Greek Cafe,3387 Main ST,Atlanta,GA,30337,33.6632840,-84.4464880
FSP-060-003285,Kafenio All Day Greek Cafe Bar,3387 Main ST,Atlanta,GA,30337,33.6632840,-84.4464880
FSP-060-003286,Little Trouble,1170 Howell Mill RD STE P10C,Atlanta,GA,30318,33.7858340,-84.4121600
FSP-060-003287,Willy's Mexicana Grill - Mobile Truck,1876 Defoor AVE,Atlanta,GA,30318,33.8064922,-84.4252676
FSP-060-003288,SHANE'S RIB SHACK ALPHARETTA,4180 Old Milton PKWY STE 1 I/J,Alpharetta,GA,30005,34.0595932,-84.2350007
FSP-060-003289,Neveria Miki,10479 Alpharetta ST STE 4,Roswell,GA,30075,34.0339887,-84.3459066
FSP-060-003290,THE SLEEPY POTATO,880 Martin Luther King Jr. DR,Atlanta,GA,30314,33.7545209,-84.4163843
FSP-060-003290,Mojo's Motown Eatery,880 Martin Luther King Jr. DR,Atlanta,GA,30314,33.7545209,-84.4163843
FSP-060-003292,Top Golf LL Kitchen,1600 Ellsworth Industrial BLVD NW,Atlanta,GA,30318,33.7986425,-84.4276882
FSP-060-003293,Top Golf LL Service Bar,1600 Ellsworth Industrial BLVD NW,Atlanta,GA,30318,33.7986425,-84.4276882
FSP-060-003295,Top Golf ML Main Bar,1600 Ellsworth Industrial BLVD,Atlanta,GA,30318,33.7989239,-84.4280931
FSP-060-003297,Viva La Vegan,1265 Lee ST SW,Atlanta,GA,30319,33.7206593,-84.4245291
FSP-060-003298,Top Golf ML Service Bar,1600 Ellsworth Industrial BLVD,Atlanta,GA,30318,33.7989239,-84.4280931
FSP-060-003299,Top Golf UL Service Bar & Storage,1600 Ellsworth Industrial BLVD,Atlanta,GA,30318,33.7989239,-84.4280931
FSP-060-003301,Lakewood Cafe,1683 Lakewood AVE,Atlanta,GA,30315,33.7079762,-84.3801999
FSP-060-003305,Highland Bakery EBB,950 Atlantic AVE STE 1024,Atlanta,GA,30312,33.7806760,-84.3979740
FSP-060-003306,Starbucks Coffee Company,7920 Senoia RD,Fairburn,GA,30213,33.5387162,-84.5762203
FSP-060-003308,Mex Mex LLC (DBA Frontera Mex-Mex Grill),10990 State Bridge RD STE A,Alpharetta,GA,30022,34.0494788,-84.2264388
FSP-060-003310,Subway #39895,980 Birmingham RD STE 602,Alpharetta,GA,30004,34.1668161,-84.3318250
FSP-060-003311,TLC FIFTY-ONE LLC dba Tin Lizzy's Downtown,229 Peachtree ST STE C-05,Atlanta,GA,30303,33.7484009,-84.3954481
FSP-060-003312,Addington Place of Alpharetta,762 N Main ST,Alpharetta,GA,30009,34.0928205,-84.2846432
FSP-060-003312,"ARHC ALALPGA01TRS,LLCD/B/A Benton House of Alpharetta",762 N Main ST,Alpharetta,GA,30009,34.0928205,-84.2846432
FSP-060-003314,LALO's CAFE,5901 B peachtree Dunwoody RD STE 195,Atlanta,GA,30328,33.9150662,-84.3513950
FSP-060-003315,Emory Saint Joseph Hospital Starbucks,5665 peachtree Dunwoody RD NE,Atlanta,GA,30342,33.9093188,-84.3493314
FSP-060-003318,Jimmy John's Gourmet Resturant,3515 Campcreek PKWY STE 20,Eastpoint,GA,30344,33.6547102,-84.5019401
FSP-060-003320,Tannour Restaurant,398 14 th Street STE D,Atlanta,GA,30328,33.7859273,-84.4001838
FSP-060-003321,Whiskey Mistress Main Kitchen,3161 Maple DR NE,Atlanta,GA,30305,33.8416137,-84.3718452
FSP-060-003324,Smoothies Plus,1544 piedmont AVE,Atlanta,GA,30324,33.7984196,-84.3709623
FSP-060-003325,Addington Place Of Johns Creek,5050 Kimball Bridge RD,Alpharetta,GA,30005,34.0659656,-84.2155699
FSP-060-003326,Thousand Hills Atlantic Station,232 19th ST STE 7100,Atlanta,GA,30363,33.7931860,-84.3955146
FSP-060-003327,SonYanas Corner,932 McDaniel ST SW,Atlanta,GA,30310,33.7294355,-84.4014142
FSP-060-003328,Marrakesh,675 Ponce de Leon AVE STE N141,Atlanta,GA,30308,33.7725970,-84.3655413
FSP-060-003329,Perfect Landing's Kitchen,4700 Southport RD,Atlanta,GA,30337,33.6279400,-84.4633704
FSP-060-003330,Perfect Landing's Bar,4700 Southport RD,Atlanta,GA,30337,33.6279400,-84.4633704
FSP-060-003332,Crazy Atlanta,182 Courtland ST NE,Atlanta,GA,30303,33.7593155,-84.3843893
FSP-060-003338,Pauley's Crepe Bar-BAR,935 Marietta ST UNIT F,Atlanta,GA,30318,33.7776009,-84.4079100
FSP-060-003339,Herban Fix Kitchen,565 Peachtree ST NE STE A,Atlanta,GA,30308,33.7700821,-84.3848410
FSP-060-003340,Asa G. Hilliard Elementary School,3353 Mt. Olive RD,Atlanta,GA,30339,33.6645689,-84.4782284
FSP-060-003341,Bear Creek Middle School,7415 Herndon RD,Fairburn,GA,30213,33.5560148,-84.6259194
FSP-060-003348,Panbury's Pie Cafe,231 Peachtree ST NE STE B-28,Atlanta,GA,30303,33.7602091,-84.3870153
FSP-060-003351,"Bojangles Restaurants, Inc. #638",9135 Roosevelt HWY,Palmetto,GA,30268,33.5292376,-84.6599069
FSP-060-003354,Great Wraps,231 Peachtree ST STE B-37,Atlanta,GA,30303,33.7602143,-84.3869346
FSP-060-003355,Brookfield Country Club- Kitchen,100 Willow Run RD,Roswell,GA,30075,34.0769759,-84.4020821
FSP-060-003363,Chrome Yellow Trading Company,501 Edgewood AVE,Atlanta,GA,30312,33.7538980,-84.3709828
FSP-060-003370,Patty Wagon,4796 Canton RD STE 500,Marietta,GA,30066,34.0684804,-84.5207033
FSP-060-003374,Subway #63473,112 Courtland ST STE B,Atlanta,GA,30303,33.7574540,-84.3845946
FSP-060-003376,1920 Tavern,948 Canton ST,Roswell,GA,30075,34.0243685,-84.3617422
FSP-060-003377,Latin Grammar School,2626 Hogan RD,Atlanta,GA,30344,33.6761193,-84.4740708
FSP-060-003380,Sodexo At Fiserv-Micro Market,2900 Westside PKWY,Alpharetta,GA,30005,34.0862027,-84.2742054
FSP-060-003381,Sodexo At Fiserv-Main Cafe,2900 Westside PKWY,Alpharetta,GA,30005,34.0862027,-84.2742054
FSP-060-003382,La Costa Tacos Y Mariscos,216 West Broad ST STE J,Fairburn,GA,30213,33.5700650,-84.5760157
FSP-060-003383,Bartaco Inman Park LLC,299 N Highland Ave NE,Atlanta,GA,30307,33.7626510,-84.3582715
FSP-060-003385,Heards Ferry Elementary School,6151 Powers Ferry RD,Atlanta,GA,30339,33.9096914,-84.4265395
FSP-060-003386,Venkman's,740 Ralph McGill BLVD,Atlanta,GA,30312,33.7668793,-84.3633321
FSP-060-003387,Moctezuma Mexican Grill,5950 North Point PKWY STE 100,Alpharetta,GA,30022,34.0491752,-84.2812470
FSP-060-003388,Holiday Inn Express Fairburn,7905 Senoia RD,Fairburn,GA,30213,33.5406831,-84.5783073
FSP-060-003392,SPILLER PARK COFFEE BAR,675 PONCE DE LEON AVE,Atlanta,GA,30308,33.7725970,-84.3655413
FSP-060-003394,Honeysuckle Gelato,675 PONCE DE LEON AVE,Atlanta,GA,30308,33.7725970,-84.3655413
FSP-060-003399,Guitron Ruelas Inc Dba Moctezuma Mexican Grill,13020 Morris RD,Alpharetta,GA,30004,34.0969240,-84.2605070
FSP-060-003401,Holy Innocents Episcopal School,805 Mt. Vernon HWY NW,Atlanta,GA,30327,33.9099063,-84.4134364
FSP-060-003402,Taqueria On Broad,57 Forsyth ST STE 543030,Atlanta,GA,30303,33.7561280,-84.3898618
FSP-060-003404,The Main Street Academy,2861 Lake Shore DR,Atlanta,GA,30337,33.6418280,-84.4818031
FSP-060-003405,Ashwood Meadows,11190 Medlock Bridge RD,Duluth,GA,30097,34.0543409,-84.1768540
FSP-060-003406,Atlanta's Best Wings,490 Fairburn RD,Atlanta,GA,30331,33.7410967,-84.5101958
FSP-060-003407,"Roasters,Inc",12850 Hwy 9 STE 1800,Alpharetta,GA,30004,34.0962464,-84.2781623
FSP-060-003408,W Hotel Lobby Bar (Living Room),45 Ivan Allen Jr. BLVD,Atlanta,GA,30308,33.7648907,-84.3892334
FSP-060-003409,W Hotel 2nd Floor Bar,45 Ivan Allen Jr. BLVD,Atlanta,GA,30308,33.7648907,-84.3892334
FSP-060-003410,Wet Bar W Hotel 16th Floor Pool Bar,45 Ivan Allen Jr. BLVD,Atlanta,GA,30308,33.7648907,-84.3892334
FSP-060-003413,Pita Pit,950 West Peachtree ST NW STE 20,Atlanta,GA,30309,33.7800659,-84.3874307
FSP-060-003415,Gus's World Famous Fried Chicken,231 Peachtree ST NE STE A-05,Atlanta,GA,30303,33.7602091,-84.3870153
FSP-060-003418,W Atlanta Midtown-Trace (Main Kitchen),188 14th ST,Atlanta,GA,30361,33.7869773,-84.3813921
FSP-060-003418,Trace (Main Kitchen)- W Atlanta Midtown,188 14th ST,Atlanta,GA,30361,33.7869773,-84.3813921
FSP-060-003419,W Atlanta Midtown-Banquet Kitchen,188 14th ST,Atlanta,GA,30361,33.7869773,-84.3813921
FSP-060-003419,Banquet Kitchen- W Atlanta Midtown,188 14th ST,Atlanta,GA,30361,33.7869773,-84.3813921
FSP-060-003420,Employee Cafeteria- W Atlanta Midtown,188 14th ST,Atlanta,GA,30361,33.7869773,-84.3813921
FSP-060-003421,Living Room Bar- W Atlanta Midtown,188 14th ST,Atlanta,GA,30361,33.7869773,-84.3813921
FSP-060-003424,Jamrock Restaurant,381 Moreland AVE,Atlanta,GA,30316,33.7436309,-84.3495630
FSP-060-003428,Subway,620 Peachtree ST,Atlanta,GA,30308,33.7714201,-84.3858015
FSP-060-003429,Baldino's Giant Jersey Subs,12890 Hwy 9 STOP 100,Alpharetta,GA,30004,34.0958378,-84.2759001
FSP-060-003430,Wings & Philly,2061 Donald lee Hollowell PKWY,Atlanta,GA,30318,33.7770242,-84.4528320
FSP-060-003431,Jersey Mikes Subs,11300 Medlock Bridge RD STOP 340,Duluth,GA,30097,34.0561557,-84.1749802
FSP-060-003432,Torched Hop,249 Ponce De Leon AVE NE,Atlanta,GA,30308,33.7722630,-84.3792850
FSP-060-003433,Hajime,2345 Cheshire Bridge RD 1&2,Atlanta,GA,30324,33.8185087,-84.3494540
FSP-060-003435,IHOP #4493,11720 Medlock Bridge RD,Johns Creek,GA,30097,34.0662492,-84.1699434
FSP-060-003438,Doubletree Production Kitchen,160 Spring ST NW,Atlanta,GA,30303,33.7644955,-84.3913509
FSP-060-003441,Buckeye Scoops LLC dba Baskin Robbins,10800 Alpharetta HWY STE 232,Roswell,GA,30076,34.0437876,-84.3420447
FSP-060-003443,El Super pan,675 Ponce de Leon AVE STE n-137,Atlanta,GA,30308,33.7725970,-84.3655413
FSP-060-003445,Ticonderoga Club,99 Krog ST NE STE W,Atlanta,GA,30307,33.7571089,-84.3638400
FSP-060-003446,Minero at Ponce City Market,675 Ponce de Leon AVE STE N136,Atlanta,GA,30308,33.7725970,-84.3655413
FSP-060-003449,Waffle House,112 Courtland ST STE A,Atlanta,GA,30303,33.7574540,-84.3845946
FSP-060-003450,Urban Cannibals,366 5th ST,Atlanta,GA,30308,33.7755162,-84.3751919
FSP-060-003451,William-Sonoma 6125,675 Ponce de leon AVE NE STE 160,Atlanta,GA,30308,33.7725970,-84.3655413
FSP-060-003452,Farm to Ladle,675 Ponce de Leon AVE NE STE N-140,Atlanta,GA,30308,33.7725970,-84.3655413
FSP-060-003457,Renaissance Concourse Atlanta Airport Main Kitchen,1 Hartsfield Center PKWY,Atlanta,GA,30354,33.6540207,-84.4269445
FSP-060-003458,Ramada Limited Suites,3020 Mansell RD,Alpharetta,GA,30022,34.0384652,-84.2962570
FSP-060-003459,Ginya Izakaya,1700 Northside DR STE A-6,Atlanta,GA,30318,33.8009361,-84.4091413
FSP-060-003460,El Bandido Mex Mex Grill,1083 Euclid AVE NE,Atlanta,GA,30307,33.7631946,-84.3515965
FSP-060-003460,El Bandido Mex Mex Grill,1083 Euclid AVE,Atlanta,GA,30307,33.7631946,-84.3515965
FSP-060-003461,Habanos Cigar Lounge,301 Peter ST SW,Atlanta,GA,30313,33.7465291,-84.4029845
FSP-060-003462,Renaissance Concourse Atlanta Airport Hotel Grill,1 Hartsfield Center PKWY,Atlanta,GA,30354,33.6540207,-84.4269445
FSP-060-003463,Renaissance Concourse Atlanta Airport Hotel Club Lounge,1 Hartsfield Center PKWY,Atlanta,GA,30354,33.6540207,-84.4269445
FSP-060-003465,Renaissance Concourse Atlanta Airport Hotel Bar,1 Hartsfield Center PKWY,Atlanta,GA,30354,33.6540207,-84.4269445
FSP-060-003466,D'Essence Cafe,3056 Bayard ST STE 300,Atlanta,GA,30344,33.6715605,-84.4315100
FSP-060-003466,Clear Visions Mangement Group llc,3056 Bayard ST STE 300,Atlanta,GA,30344,33.6715605,-84.4315100
FSP-060-003469,The Gathering Spot,384 Northyards BLVD STE 190,Atlanta,GA,30313,33.7682926,-84.4010149
FSP-060-003472,Kale Me Crazy,4600 Roswell RD STE B140,Sandy Springs,GA,30342,33.8809416,-84.3808173
FSP-060-003473,Dark Horse Tavern Bar 1,816 North Highland AVE,Atlanta,GA,30306,33.7768066,-84.3526953
FSP-060-003474,Dark Horse Tavern Bar 2,816 North Highland AVE,Atlanta,GA,30306,33.7768066,-84.3526953
FSP-060-003475,Dark Horse Tavern Bar 3,816 North Highland AVE,Atlanta,GA,30306,33.7768066,-84.3526953
FSP-060-003476,Dark Horse Tavern Bar 4,816 North Highland AVE,Atlanta,GA,30306,33.7768066,-84.3526953
